時間,買價,賣價,成交價,漲跌,分量(張),累計量(張)
14:30:00,522.00,523.00,522.00,-16.00,72,28915
13:30:00,522.00,523.00,522.00,-16.00,4854,28843
13:24:59,522.00,523.00,523.00,-15.00,2,23989
13:24:58,522.00,523.00,522.00,-16.00,2,23987
13:24:58,522.00,523.00,522.00,-16.00,3,23985
13:24:58,522.00,523.00,522.00,-16.00,1,23982
13:24:57,522.00,523.00,523.00,-15.00,1,23981
13:24:57,522.00,523.00,523.00,-15.00,1,23980
13:24:57,522.00,523.00,522.00,-16.00,1,23979
13:24:56,522.00,523.00,523.00,-15.00,1,23978
13:24:55,522.00,523.00,523.00,-15.00,3,23977
13:24:55,522.00,523.00,522.00,-16.00,1,23974
13:24:55,522.00,523.00,523.00,-15.00,1,23973
13:24:55,522.00,523.00,523.00,-15.00,3,23972
13:24:55,522.00,523.00,523.00,-15.00,2,23969
13:24:55,522.00,523.00,522.00,-16.00,2,23967
13:24:55,522.00,523.00,522.00,-16.00,1,23965
13:24:55,522.00,523.00,523.00,-15.00,1,23964
13:24:55,522.00,523.00,523.00,-15.00,1,23963
13:24:55,522.00,523.00,522.00,-16.00,1,23962
13:24:55,522.00,523.00,522.00,-16.00,1,23961
13:24:54,522.00,523.00,522.00,-16.00,1,23960
13:24:54,522.00,523.00,523.00,-15.00,1,23959
13:24:54,522.00,523.00,522.00,-16.00,1,23958
13:24:54,522.00,523.00,523.00,-15.00,1,23957
13:24:53,522.00,523.00,522.00,-16.00,1,23956
13:24:53,522.00,523.00,522.00,-16.00,1,23955
13:24:53,522.00,523.00,523.00,-15.00,2,23954
13:24:52,522.00,523.00,522.00,-16.00,4,23952
13:24:52,522.00,523.00,523.00,-15.00,3,23948
13:24:52,522.00,523.00,522.00,-16.00,1,23945
13:24:52,522.00,523.00,523.00,-15.00,1,23944
13:24:51,522.00,523.00,522.00,-16.00,1,23943
13:24:51,522.00,523.00,522.00,-16.00,1,23942
13:24:51,522.00,523.00,523.00,-15.00,1,23941
13:24:51,522.00,523.00,522.00,-16.00,6,23940
13:24:50,522.00,523.00,523.00,-15.00,1,23934
13:24:50,522.00,523.00,523.00,-15.00,1,23933
13:24:50,522.00,523.00,523.00,-15.00,1,23932
13:24:50,522.00,523.00,522.00,-16.00,2,23931
13:24:49,522.00,523.00,523.00,-15.00,2,23929
13:24:47,522.00,523.00,522.00,-16.00,4,23927
13:24:47,522.00,523.00,523.00,-15.00,1,23923
13:24:46,522.00,523.00,523.00,-15.00,2,23922
13:24:45,522.00,523.00,523.00,-15.00,4,23920
13:24:44,522.00,523.00,522.00,-16.00,2,23916
13:24:43,522.00,523.00,522.00,-16.00,2,23914
13:24:43,522.00,523.00,523.00,-15.00,1,23912
13:24:42,522.00,523.00,523.00,-15.00,2,23911
13:24:41,522.00,523.00,523.00,-15.00,1,23909
13:24:41,522.00,523.00,523.00,-15.00,1,23908
13:24:41,522.00,523.00,522.00,-16.00,2,23907
13:24:41,522.00,523.00,522.00,-16.00,1,23905
13:24:41,522.00,523.00,523.00,-15.00,1,23904
13:24:40,522.00,523.00,522.00,-16.00,1,23903
13:24:40,522.00,523.00,522.00,-16.00,1,23902
13:24:39,522.00,523.00,522.00,-16.00,6,23901
13:24:39,522.00,523.00,522.00,-16.00,2,23895
13:24:39,522.00,523.00,523.00,-15.00,1,23893
13:24:39,522.00,523.00,522.00,-16.00,1,23892
13:24:39,522.00,523.00,522.00,-16.00,1,23891
13:24:38,522.00,523.00,523.00,-15.00,1,23890
13:24:38,522.00,523.00,523.00,-15.00,1,23889
13:24:38,522.00,523.00,523.00,-15.00,1,23888
13:24:36,522.00,523.00,523.00,-15.00,2,23887
13:24:36,522.00,523.00,522.00,-16.00,1,23885
13:24:35,522.00,523.00,523.00,-15.00,1,23884
13:24:35,522.00,523.00,523.00,-15.00,1,23883
13:24:34,522.00,523.00,523.00,-15.00,2,23882
13:24:34,522.00,523.00,523.00,-15.00,1,23880
13:24:33,522.00,523.00,522.00,-16.00,5,23879
13:24:32,522.00,523.00,523.00,-15.00,1,23874
13:24:31,522.00,523.00,523.00,-15.00,2,23873
13:24:30,522.00,523.00,523.00,-15.00,1,23871
13:24:30,522.00,523.00,522.00,-16.00,5,23870
13:24:30,522.00,523.00,522.00,-16.00,1,23865
13:24:30,522.00,523.00,523.00,-15.00,1,23864
13:24:30,522.00,523.00,522.00,-16.00,1,23863
13:24:30,522.00,523.00,522.00,-16.00,1,23862
13:24:30,522.00,523.00,522.00,-16.00,1,23861
13:24:30,522.00,523.00,523.00,-15.00,3,23860
13:24:30,522.00,523.00,522.00,-16.00,1,23857
13:24:30,522.00,523.00,522.00,-16.00,1,23856
13:24:30,522.00,523.00,523.00,-15.00,1,23855
13:24:29,522.00,523.00,522.00,-16.00,1,23854
13:24:29,522.00,523.00,523.00,-15.00,1,23853
13:24:29,522.00,523.00,523.00,-15.00,2,23852
13:24:29,522.00,523.00,523.00,-15.00,1,23850
13:24:29,522.00,523.00,522.00,-16.00,1,23849
13:24:28,522.00,523.00,522.00,-16.00,5,23848
13:24:28,522.00,523.00,523.00,-15.00,1,23843
13:24:27,522.00,523.00,522.00,-16.00,1,23842
13:24:25,522.00,523.00,522.00,-16.00,1,23841
13:24:25,522.00,523.00,523.00,-15.00,1,23840
13:24:24,522.00,523.00,523.00,-15.00,1,23839
13:24:23,522.00,523.00,522.00,-16.00,2,23838
13:24:23,522.00,523.00,522.00,-16.00,1,23836
13:24:21,522.00,523.00,523.00,-15.00,1,23835
13:24:20,522.00,523.00,522.00,-16.00,3,23834
13:24:20,522.00,523.00,522.00,-16.00,1,23831
13:24:20,522.00,523.00,523.00,-15.00,1,23830
13:24:18,522.00,523.00,523.00,-15.00,1,23829
13:24:18,522.00,523.00,522.00,-16.00,2,23828
13:24:18,522.00,523.00,522.00,-16.00,1,23826
13:24:17,522.00,523.00,523.00,-15.00,1,23825
13:24:17,522.00,523.00,523.00,-15.00,1,23824
13:24:15,522.00,523.00,523.00,-15.00,1,23823
13:24:13,522.00,523.00,523.00,-15.00,2,23822
13:24:12,522.00,523.00,523.00,-15.00,1,23820
13:24:12,522.00,523.00,522.00,-16.00,1,23819
13:24:12,522.00,523.00,523.00,-15.00,1,23818
13:24:12,522.00,523.00,523.00,-15.00,3,23817
13:24:11,522.00,523.00,523.00,-15.00,1,23814
13:24:10,522.00,523.00,523.00,-15.00,1,23813
13:24:10,522.00,523.00,523.00,-15.00,3,23812
13:24:10,522.00,523.00,522.00,-16.00,30,23809
13:24:09,522.00,523.00,523.00,-15.00,1,23779
13:24:08,522.00,523.00,522.00,-16.00,1,23778
13:24:08,522.00,523.00,523.00,-15.00,3,23777
13:24:07,522.00,523.00,523.00,-15.00,1,23774
13:24:07,522.00,523.00,523.00,-15.00,1,23773
13:24:07,522.00,523.00,523.00,-15.00,1,23772
13:24:07,522.00,523.00,523.00,-15.00,1,23771
13:24:05,522.00,523.00,522.00,-16.00,2,23770
13:24:05,522.00,523.00,523.00,-15.00,1,23768
13:24:05,522.00,523.00,522.00,-16.00,2,23767
13:24:05,522.00,523.00,523.00,-15.00,1,23765
13:24:05,522.00,523.00,523.00,-15.00,6,23764
13:24:05,522.00,523.00,523.00,-15.00,1,23758
13:24:04,522.00,523.00,522.00,-16.00,1,23757
13:24:04,522.00,523.00,522.00,-16.00,1,23756
13:24:04,522.00,523.00,523.00,-15.00,5,23755
13:24:03,522.00,523.00,523.00,-15.00,1,23750
13:24:02,522.00,523.00,523.00,-15.00,6,23749
13:24:01,522.00,523.00,522.00,-16.00,1,23743
13:24:01,522.00,523.00,522.00,-16.00,58,23742
13:24:01,522.00,523.00,523.00,-15.00,2,23684
13:24:00,522.00,523.00,522.00,-16.00,1,23682
13:23:59,522.00,523.00,523.00,-15.00,1,23681
13:23:59,522.00,523.00,523.00,-15.00,2,23680
13:23:59,522.00,523.00,523.00,-15.00,2,23678
13:23:59,522.00,523.00,523.00,-15.00,10,23676
13:23:58,522.00,523.00,523.00,-15.00,1,23666
13:23:58,522.00,523.00,523.00,-15.00,1,23665
13:23:58,522.00,523.00,522.00,-16.00,2,23664
13:23:57,522.00,523.00,522.00,-16.00,1,23662
13:23:55,522.00,523.00,523.00,-15.00,1,23661
13:23:52,522.00,523.00,523.00,-15.00,1,23660
13:23:52,522.00,523.00,523.00,-15.00,1,23659
13:23:51,522.00,523.00,523.00,-15.00,1,23658
13:23:51,522.00,523.00,522.00,-16.00,1,23657
13:23:50,522.00,523.00,523.00,-15.00,1,23656
13:23:49,522.00,523.00,523.00,-15.00,2,23655
13:23:49,522.00,523.00,523.00,-15.00,1,23653
13:23:48,522.00,523.00,523.00,-15.00,1,23652
13:23:47,522.00,523.00,523.00,-15.00,3,23651
13:23:47,522.00,523.00,523.00,-15.00,1,23648
13:23:47,522.00,523.00,523.00,-15.00,1,23647
13:23:46,522.00,523.00,522.00,-16.00,1,23646
13:23:45,522.00,523.00,522.00,-16.00,2,23645
13:23:44,522.00,523.00,523.00,-15.00,1,23643
13:23:44,522.00,523.00,523.00,-15.00,1,23642
13:23:44,522.00,523.00,523.00,-15.00,1,23641
13:23:44,522.00,523.00,523.00,-15.00,1,23640
13:23:42,522.00,523.00,523.00,-15.00,1,23639
13:23:40,522.00,523.00,523.00,-15.00,2,23638
13:23:39,522.00,523.00,523.00,-15.00,1,23636
13:23:39,522.00,523.00,522.00,-16.00,1,23635
13:23:39,522.00,523.00,522.00,-16.00,1,23634
13:23:35,522.00,523.00,522.00,-16.00,1,23633
13:23:34,522.00,523.00,522.00,-16.00,2,23632
13:23:34,522.00,523.00,522.00,-16.00,1,23630
13:23:34,522.00,523.00,523.00,-15.00,1,23629
13:23:33,522.00,523.00,522.00,-16.00,2,23628
13:23:33,522.00,523.00,522.00,-16.00,1,23626
13:23:32,522.00,523.00,523.00,-15.00,3,23625
13:23:30,522.00,523.00,523.00,-15.00,1,23622
13:23:29,522.00,523.00,522.00,-16.00,1,23621
13:23:29,522.00,523.00,523.00,-15.00,4,23620
13:23:28,522.00,523.00,523.00,-15.00,1,23616
13:23:28,522.00,523.00,522.00,-16.00,24,23615
13:23:28,522.00,523.00,522.00,-16.00,1,23591
13:23:27,522.00,523.00,523.00,-15.00,1,23590
13:23:27,522.00,523.00,523.00,-15.00,1,23589
13:23:27,522.00,523.00,522.00,-16.00,1,23588
13:23:27,522.00,523.00,523.00,-15.00,1,23587
13:23:26,522.00,523.00,522.00,-16.00,1,23586
13:23:26,522.00,523.00,522.00,-16.00,1,23585
13:23:25,522.00,523.00,522.00,-16.00,1,23584
13:23:25,522.00,523.00,522.00,-16.00,1,23583
13:23:24,522.00,523.00,523.00,-15.00,1,23582
13:23:24,522.00,523.00,523.00,-15.00,1,23581
13:23:24,522.00,523.00,523.00,-15.00,3,23580
13:23:23,522.00,523.00,522.00,-16.00,1,23577
13:23:22,522.00,523.00,523.00,-15.00,3,23576
13:23:21,522.00,523.00,523.00,-15.00,1,23573
13:23:21,522.00,523.00,523.00,-15.00,1,23572
13:23:21,522.00,523.00,522.00,-16.00,13,23571
13:23:21,522.00,523.00,522.00,-16.00,12,23558
13:23:20,522.00,523.00,522.00,-16.00,2,23546
13:23:20,522.00,523.00,522.00,-16.00,2,23544
13:23:20,522.00,523.00,523.00,-15.00,1,23542
13:23:19,522.00,523.00,523.00,-15.00,2,23541
13:23:16,522.00,523.00,522.00,-16.00,2,23539
13:23:15,522.00,523.00,523.00,-15.00,1,23537
13:23:15,522.00,523.00,523.00,-15.00,1,23536
13:23:13,522.00,523.00,523.00,-15.00,1,23535
13:23:12,522.00,523.00,523.00,-15.00,1,23534
13:23:09,522.00,523.00,523.00,-15.00,2,23533
13:23:09,522.00,523.00,522.00,-16.00,2,23531
13:23:08,522.00,523.00,522.00,-16.00,1,23529
13:23:07,522.00,523.00,522.00,-16.00,1,23528
13:23:05,522.00,523.00,522.00,-16.00,1,23527
13:23:04,522.00,523.00,523.00,-15.00,1,23526
13:23:01,522.00,523.00,523.00,-15.00,1,23525
13:23:01,522.00,523.00,523.00,-15.00,1,23524
13:23:00,522.00,523.00,523.00,-15.00,5,23523
13:23:00,522.00,523.00,523.00,-15.00,1,23518
13:23:00,522.00,523.00,523.00,-15.00,1,23517
13:23:00,522.00,523.00,522.00,-16.00,1,23516
13:22:59,522.00,523.00,523.00,-15.00,2,23515
13:22:57,522.00,523.00,523.00,-15.00,1,23513
13:22:57,522.00,523.00,522.00,-16.00,1,23512
13:22:56,522.00,523.00,523.00,-15.00,3,23511
13:22:56,522.00,523.00,523.00,-15.00,26,23508
13:22:55,522.00,523.00,523.00,-15.00,1,23482
13:22:54,522.00,523.00,523.00,-15.00,4,23481
13:22:53,522.00,523.00,522.00,-16.00,1,23477
13:22:52,522.00,523.00,523.00,-15.00,5,23476
13:22:52,522.00,523.00,522.00,-16.00,1,23471
13:22:51,522.00,523.00,522.00,-16.00,1,23470
13:22:51,522.00,523.00,523.00,-15.00,1,23469
13:22:51,522.00,523.00,522.00,-16.00,1,23468
13:22:51,522.00,523.00,522.00,-16.00,1,23467
13:22:51,522.00,523.00,522.00,-16.00,16,23466
13:22:51,522.00,523.00,522.00,-16.00,1,23450
13:22:51,522.00,523.00,523.00,-15.00,24,23449
13:22:50,522.00,523.00,523.00,-15.00,1,23425
13:22:50,522.00,523.00,522.00,-16.00,4,23424
13:22:50,522.00,523.00,523.00,-15.00,2,23420
13:22:50,522.00,523.00,522.00,-16.00,1,23418
13:22:49,522.00,523.00,523.00,-15.00,2,23417
13:22:49,522.00,523.00,523.00,-15.00,5,23415
13:22:49,522.00,523.00,522.00,-16.00,1,23410
13:22:48,522.00,523.00,523.00,-15.00,1,23409
13:22:48,522.00,523.00,522.00,-16.00,1,23408
13:22:46,522.00,523.00,523.00,-15.00,1,23407
13:22:46,522.00,523.00,522.00,-16.00,1,23406
13:22:44,522.00,523.00,523.00,-15.00,1,23405
13:22:44,522.00,523.00,522.00,-16.00,1,23404
13:22:43,522.00,523.00,523.00,-15.00,2,23403
13:22:42,522.00,523.00,522.00,-16.00,2,23401
13:22:40,522.00,523.00,523.00,-15.00,1,23399
13:22:40,522.00,523.00,522.00,-16.00,1,23398
13:22:40,522.00,523.00,522.00,-16.00,1,23397
13:22:39,522.00,523.00,522.00,-16.00,2,23396
13:22:38,522.00,523.00,522.00,-16.00,1,23394
13:22:37,522.00,523.00,522.00,-16.00,1,23393
13:22:37,522.00,523.00,523.00,-15.00,1,23392
13:22:37,522.00,523.00,522.00,-16.00,1,23391
13:22:37,522.00,523.00,522.00,-16.00,1,23390
13:22:36,522.00,523.00,522.00,-16.00,1,23389
13:22:36,522.00,523.00,523.00,-15.00,1,23388
13:22:35,522.00,523.00,522.00,-16.00,1,23387
13:22:35,522.00,523.00,522.00,-16.00,1,23386
13:22:34,522.00,523.00,523.00,-15.00,2,23385
13:22:34,522.00,523.00,522.00,-16.00,1,23383
13:22:34,522.00,523.00,523.00,-15.00,1,23382
13:22:34,522.00,523.00,522.00,-16.00,1,23381
13:22:33,522.00,523.00,522.00,-16.00,2,23380
13:22:32,522.00,523.00,523.00,-15.00,1,23378
13:22:32,522.00,523.00,522.00,-16.00,1,23377
13:22:32,522.00,523.00,523.00,-15.00,1,23376
13:22:30,522.00,523.00,522.00,-16.00,1,23375
13:22:29,522.00,523.00,522.00,-16.00,1,23374
13:22:29,522.00,523.00,523.00,-15.00,1,23373
13:22:28,522.00,523.00,522.00,-16.00,1,23372
13:22:27,522.00,523.00,523.00,-15.00,2,23371
13:22:27,522.00,523.00,523.00,-15.00,6,23369
13:22:26,522.00,523.00,522.00,-16.00,1,23363
13:22:25,522.00,523.00,523.00,-15.00,1,23362
13:22:25,522.00,523.00,523.00,-15.00,1,23361
13:22:24,522.00,523.00,523.00,-15.00,2,23360
13:22:24,522.00,523.00,522.00,-16.00,2,23358
13:22:23,522.00,523.00,522.00,-16.00,3,23356
13:22:22,522.00,523.00,522.00,-16.00,1,23353
13:22:21,522.00,523.00,523.00,-15.00,3,23352
13:22:21,522.00,523.00,523.00,-15.00,1,23349
13:22:20,522.00,523.00,523.00,-15.00,2,23348
13:22:19,522.00,523.00,522.00,-16.00,2,23346
13:22:19,522.00,523.00,522.00,-16.00,1,23344
13:22:19,522.00,523.00,522.00,-16.00,1,23343
13:22:18,522.00,523.00,523.00,-15.00,1,23342
13:22:18,522.00,523.00,522.00,-16.00,1,23341
13:22:17,522.00,523.00,522.00,-16.00,2,23340
13:22:16,522.00,523.00,523.00,-15.00,1,23338
13:22:16,522.00,523.00,523.00,-15.00,10,23337
13:22:15,522.00,523.00,522.00,-16.00,1,23327
13:22:15,522.00,523.00,522.00,-16.00,1,23326
13:22:14,522.00,523.00,523.00,-15.00,1,23325
13:22:13,522.00,523.00,523.00,-15.00,1,23324
13:22:13,522.00,523.00,522.00,-16.00,1,23323
13:22:12,522.00,523.00,523.00,-15.00,1,23322
13:22:11,522.00,523.00,522.00,-16.00,1,23321
13:22:11,522.00,523.00,523.00,-15.00,1,23320
13:22:08,522.00,523.00,522.00,-16.00,1,23319
13:22:07,522.00,523.00,523.00,-15.00,1,23318
13:22:07,522.00,523.00,522.00,-16.00,2,23317
13:22:07,522.00,523.00,522.00,-16.00,1,23315
13:22:06,522.00,523.00,522.00,-16.00,1,23314
13:22:06,522.00,523.00,523.00,-15.00,1,23313
13:22:06,522.00,523.00,523.00,-15.00,1,23312
13:22:04,522.00,523.00,522.00,-16.00,1,23311
13:22:01,522.00,523.00,523.00,-15.00,1,23310
13:22:01,522.00,523.00,523.00,-15.00,1,23309
13:22:00,522.00,523.00,522.00,-16.00,5,23308
13:21:59,522.00,523.00,523.00,-15.00,1,23303
13:21:58,522.00,523.00,522.00,-16.00,2,23302
13:21:57,522.00,523.00,523.00,-15.00,1,23300
13:21:57,522.00,523.00,523.00,-15.00,1,23299
13:21:56,522.00,523.00,522.00,-16.00,2,23298
13:21:56,522.00,523.00,523.00,-15.00,1,23296
13:21:55,522.00,523.00,523.00,-15.00,1,23295
13:21:54,522.00,523.00,523.00,-15.00,1,23294
13:21:52,522.00,523.00,522.00,-16.00,4,23293
13:21:52,522.00,523.00,522.00,-16.00,2,23289
13:21:51,522.00,523.00,523.00,-15.00,1,23287
13:21:51,522.00,523.00,523.00,-15.00,5,23286
13:21:49,522.00,523.00,522.00,-16.00,2,23281
13:21:48,522.00,523.00,522.00,-16.00,2,23279
13:21:46,522.00,523.00,522.00,-16.00,1,23277
13:21:44,522.00,523.00,523.00,-15.00,1,23276
13:21:43,522.00,523.00,522.00,-16.00,2,23275
13:21:42,522.00,523.00,522.00,-16.00,1,23273
13:21:41,522.00,523.00,522.00,-16.00,2,23272
13:21:40,522.00,523.00,523.00,-15.00,1,23270
13:21:40,522.00,523.00,522.00,-16.00,1,23269
13:21:38,522.00,523.00,523.00,-15.00,1,23268
13:21:38,522.00,523.00,522.00,-16.00,2,23267
13:21:38,522.00,523.00,523.00,-15.00,2,23265
13:21:38,522.00,523.00,523.00,-15.00,1,23263
13:21:38,522.00,523.00,523.00,-15.00,1,23262
13:21:36,522.00,523.00,523.00,-15.00,1,23261
13:21:33,522.00,523.00,522.00,-16.00,3,23260
13:21:32,522.00,523.00,523.00,-15.00,1,23257
13:21:32,522.00,523.00,522.00,-16.00,2,23256
13:21:30,522.00,523.00,522.00,-16.00,2,23254
13:21:30,522.00,523.00,522.00,-16.00,2,23252
13:21:29,522.00,523.00,522.00,-16.00,1,23250
13:21:29,522.00,523.00,523.00,-15.00,2,23249
13:21:28,522.00,523.00,522.00,-16.00,6,23247
13:21:27,522.00,523.00,523.00,-15.00,1,23241
13:21:26,522.00,523.00,522.00,-16.00,1,23240
13:21:25,522.00,523.00,522.00,-16.00,1,23239
13:21:22,522.00,523.00,523.00,-15.00,1,23238
13:21:21,522.00,523.00,522.00,-16.00,2,23237
13:21:21,522.00,523.00,523.00,-15.00,2,23235
13:21:19,522.00,523.00,522.00,-16.00,3,23233
13:21:19,522.00,523.00,522.00,-16.00,13,23230
13:21:17,522.00,523.00,523.00,-15.00,1,23217
13:21:17,522.00,523.00,522.00,-16.00,1,23216
13:21:15,522.00,523.00,522.00,-16.00,2,23215
13:21:15,522.00,523.00,523.00,-15.00,1,23213
13:21:14,522.00,523.00,522.00,-16.00,1,23212
13:21:14,522.00,523.00,522.00,-16.00,2,23211
13:21:13,522.00,523.00,523.00,-15.00,1,23209
13:21:11,522.00,523.00,523.00,-15.00,1,23208
13:21:11,522.00,523.00,523.00,-15.00,1,23207
13:21:10,522.00,523.00,522.00,-16.00,1,23206
13:21:09,522.00,523.00,523.00,-15.00,1,23205
13:21:04,522.00,523.00,522.00,-16.00,1,23204
13:21:02,522.00,523.00,522.00,-16.00,1,23203
13:21:01,522.00,523.00,522.00,-16.00,4,23202
13:20:55,522.00,523.00,522.00,-16.00,6,23198
13:20:55,522.00,523.00,522.00,-16.00,2,23192
13:20:55,522.00,523.00,523.00,-15.00,1,23190
13:20:51,522.00,523.00,523.00,-15.00,1,23189
13:20:51,522.00,523.00,523.00,-15.00,2,23188
13:20:51,522.00,523.00,523.00,-15.00,1,23186
13:20:50,522.00,523.00,523.00,-15.00,2,23185
13:20:50,522.00,523.00,522.00,-16.00,1,23183
13:20:49,522.00,523.00,523.00,-15.00,1,23182
13:20:49,522.00,523.00,523.00,-15.00,1,23181
13:20:49,522.00,523.00,523.00,-15.00,1,23180
13:20:46,522.00,523.00,522.00,-16.00,1,23179
13:20:44,522.00,523.00,523.00,-15.00,1,23178
13:20:43,522.00,523.00,522.00,-16.00,2,23177
13:20:38,522.00,523.00,523.00,-15.00,1,23175
13:20:37,522.00,523.00,523.00,-15.00,1,23174
13:20:34,522.00,523.00,522.00,-16.00,1,23173
13:20:30,522.00,523.00,522.00,-16.00,1,23172
13:20:29,522.00,523.00,523.00,-15.00,1,23171
13:20:26,522.00,523.00,522.00,-16.00,1,23170
13:20:24,522.00,523.00,523.00,-15.00,1,23169
13:20:24,522.00,523.00,523.00,-15.00,1,23168
13:20:24,522.00,523.00,523.00,-15.00,1,23167
13:20:20,522.00,523.00,522.00,-16.00,2,23166
13:20:18,522.00,523.00,522.00,-16.00,1,23164
13:20:15,522.00,523.00,523.00,-15.00,2,23163
13:20:12,522.00,523.00,522.00,-16.00,12,23161
13:20:12,522.00,523.00,522.00,-16.00,8,23149
13:20:09,522.00,523.00,523.00,-15.00,1,23141
13:20:08,522.00,523.00,523.00,-15.00,2,23140
13:20:08,522.00,523.00,523.00,-15.00,15,23138
13:20:08,522.00,523.00,523.00,-15.00,1,23123
13:20:07,522.00,523.00,523.00,-15.00,1,23122
13:20:06,522.00,523.00,522.00,-16.00,1,23121
13:20:05,522.00,523.00,523.00,-15.00,1,23120
13:20:02,522.00,523.00,523.00,-15.00,1,23119
13:20:02,522.00,523.00,523.00,-15.00,1,23118
13:20:01,522.00,523.00,522.00,-16.00,1,23117
13:19:57,522.00,523.00,523.00,-15.00,15,23116
13:19:54,522.00,523.00,523.00,-15.00,2,23101
13:19:54,522.00,523.00,522.00,-16.00,2,23099
13:19:52,522.00,523.00,523.00,-15.00,1,23097
13:19:50,522.00,523.00,522.00,-16.00,2,23096
13:19:50,522.00,523.00,523.00,-15.00,1,23094
13:19:49,522.00,523.00,522.00,-16.00,1,23093
13:19:45,522.00,523.00,522.00,-16.00,67,23092
13:19:43,522.00,523.00,523.00,-15.00,2,23025
13:19:39,522.00,523.00,523.00,-15.00,1,23023
13:19:38,522.00,523.00,523.00,-15.00,1,23022
13:19:38,522.00,523.00,522.00,-16.00,2,23021
13:19:35,522.00,523.00,522.00,-16.00,1,23019
13:19:35,522.00,523.00,522.00,-16.00,5,23018
13:19:34,522.00,523.00,522.00,-16.00,1,23013
13:19:30,522.00,523.00,523.00,-15.00,1,23012
13:19:26,522.00,523.00,522.00,-16.00,1,23011
13:19:25,522.00,523.00,522.00,-16.00,1,23010
13:19:22,522.00,523.00,523.00,-15.00,1,23009
13:19:22,522.00,523.00,523.00,-15.00,2,23008
13:19:22,522.00,523.00,523.00,-15.00,10,23006
13:19:15,522.00,523.00,523.00,-15.00,1,22996
13:19:15,522.00,523.00,522.00,-16.00,1,22995
13:19:15,522.00,523.00,523.00,-15.00,1,22994
13:19:15,522.00,523.00,523.00,-15.00,1,22993
13:19:13,522.00,523.00,522.00,-16.00,10,22992
13:19:11,522.00,523.00,523.00,-15.00,1,22982
13:19:10,522.00,523.00,522.00,-16.00,1,22981
13:19:09,522.00,523.00,523.00,-15.00,1,22980
13:19:08,522.00,523.00,522.00,-16.00,1,22979
13:19:06,522.00,523.00,523.00,-15.00,1,22978
13:19:06,522.00,523.00,523.00,-15.00,1,22977
13:19:05,522.00,523.00,522.00,-16.00,1,22976
13:19:04,522.00,523.00,523.00,-15.00,1,22975
13:19:04,522.00,523.00,523.00,-15.00,1,22974
13:19:02,522.00,523.00,523.00,-15.00,1,22973
13:19:01,522.00,523.00,522.00,-16.00,1,22972
13:19:01,522.00,523.00,523.00,-15.00,1,22971
13:18:57,522.00,523.00,523.00,-15.00,3,22970
13:18:57,522.00,523.00,522.00,-16.00,2,22967
13:18:55,522.00,523.00,523.00,-15.00,2,22965
13:18:54,522.00,523.00,522.00,-16.00,1,22963
13:18:52,522.00,523.00,523.00,-15.00,1,22962
13:18:52,522.00,523.00,522.00,-16.00,1,22961
13:18:47,522.00,523.00,523.00,-15.00,1,22960
13:18:46,522.00,523.00,523.00,-15.00,1,22959
13:18:44,522.00,523.00,523.00,-15.00,6,22958
13:18:38,522.00,523.00,523.00,-15.00,1,22952
13:18:38,522.00,523.00,523.00,-15.00,1,22951
13:18:36,522.00,523.00,523.00,-15.00,2,22950
13:18:34,522.00,523.00,523.00,-15.00,1,22948
13:18:34,522.00,523.00,522.00,-16.00,1,22947
13:18:31,522.00,523.00,522.00,-16.00,1,22946
13:18:30,522.00,523.00,523.00,-15.00,1,22945
13:18:26,522.00,523.00,523.00,-15.00,1,22944
13:18:25,522.00,523.00,523.00,-15.00,2,22943
13:18:25,522.00,523.00,523.00,-15.00,1,22941
13:18:25,522.00,523.00,523.00,-15.00,1,22940
13:18:24,522.00,523.00,523.00,-15.00,1,22939
13:18:18,522.00,523.00,523.00,-15.00,3,22938
13:18:17,522.00,523.00,523.00,-15.00,1,22935
13:18:16,522.00,523.00,522.00,-16.00,1,22934
13:18:13,522.00,523.00,523.00,-15.00,4,22933
13:18:13,522.00,523.00,522.00,-16.00,4,22929
13:18:11,522.00,523.00,523.00,-15.00,5,22925
13:18:09,522.00,523.00,523.00,-15.00,1,22920
13:18:07,522.00,523.00,523.00,-15.00,1,22919
13:18:06,522.00,523.00,523.00,-15.00,1,22918
13:18:06,522.00,523.00,523.00,-15.00,1,22917
13:18:05,522.00,523.00,523.00,-15.00,1,22916
13:18:00,522.00,523.00,523.00,-15.00,1,22915
13:17:58,522.00,523.00,523.00,-15.00,1,22914
13:17:57,522.00,523.00,523.00,-15.00,1,22913
13:17:54,522.00,523.00,523.00,-15.00,3,22912
13:17:49,522.00,523.00,523.00,-15.00,2,22909
13:17:49,522.00,523.00,523.00,-15.00,1,22907
13:17:48,522.00,523.00,523.00,-15.00,1,22906
13:17:48,522.00,523.00,523.00,-15.00,10,22905
13:17:45,522.00,523.00,523.00,-15.00,1,22895
13:17:45,522.00,523.00,523.00,-15.00,1,22894
13:17:45,522.00,523.00,523.00,-15.00,3,22893
13:17:44,522.00,523.00,523.00,-15.00,1,22890
13:17:41,522.00,523.00,523.00,-15.00,1,22889
13:17:37,522.00,523.00,523.00,-15.00,1,22888
13:17:37,522.00,523.00,523.00,-15.00,1,22887
13:17:37,522.00,523.00,523.00,-15.00,2,22886
13:17:36,522.00,523.00,523.00,-15.00,11,22884
