時間,買價,賣價,成交價,漲跌,分量(張),累計量(張)
12:55:16,522.00,523.00,523.00,-15.00,1,20988
12:55:15,522.00,523.00,523.00,-15.00,2,20987
12:55:13,522.00,523.00,523.00,-15.00,3,20985
12:55:12,522.00,523.00,523.00,-15.00,10,20982
12:55:10,522.00,523.00,523.00,-15.00,1,20972
12:55:09,522.00,523.00,522.00,-16.00,1,20971
12:55:08,522.00,523.00,523.00,-15.00,1,20970
12:55:08,522.00,523.00,523.00,-15.00,1,20969
12:55:07,522.00,523.00,523.00,-15.00,1,20968
12:55:07,522.00,523.00,522.00,-16.00,1,20967
12:55:06,522.00,523.00,523.00,-15.00,1,20966
12:55:05,522.00,523.00,522.00,-16.00,1,20965
12:55:05,522.00,523.00,523.00,-15.00,1,20964
12:55:04,522.00,523.00,523.00,-15.00,10,20963
12:55:04,522.00,523.00,522.00,-16.00,1,20953
12:55:01,522.00,523.00,522.00,-16.00,1,20952
12:55:00,522.00,523.00,523.00,-15.00,1,20951
12:54:59,522.00,523.00,523.00,-15.00,5,20950
12:54:59,522.00,523.00,522.00,-16.00,2,20945
12:54:56,522.00,523.00,522.00,-16.00,1,20943
12:54:55,522.00,523.00,523.00,-15.00,1,20942
12:54:55,522.00,523.00,523.00,-15.00,1,20941
12:54:54,522.00,523.00,523.00,-15.00,1,20940
12:54:54,522.00,523.00,522.00,-16.00,2,20939
12:54:52,522.00,523.00,523.00,-15.00,2,20937
12:54:51,522.00,523.00,522.00,-16.00,1,20935
12:54:49,522.00,523.00,522.00,-16.00,2,20934
12:54:48,522.00,523.00,523.00,-15.00,1,20932
12:54:48,522.00,523.00,522.00,-16.00,3,20931
12:54:48,522.00,523.00,523.00,-15.00,2,20928
12:54:48,522.00,523.00,523.00,-15.00,100,20926
12:54:40,522.00,523.00,523.00,-15.00,1,20826
12:54:35,522.00,523.00,523.00,-15.00,1,20825
12:54:28,522.00,523.00,523.00,-15.00,1,20824
12:54:21,522.00,523.00,523.00,-15.00,1,20823
12:54:20,522.00,523.00,523.00,-15.00,1,20822
12:54:08,522.00,523.00,523.00,-15.00,1,20821
12:54:06,522.00,523.00,523.00,-15.00,1,20820
12:54:05,522.00,523.00,522.00,-16.00,25,20819
12:54:05,521.00,522.00,522.00,-16.00,1,20794
12:54:05,521.00,522.00,522.00,-16.00,4,20793
12:54:05,521.00,522.00,522.00,-16.00,1,20789
12:54:05,521.00,522.00,522.00,-16.00,1,20788
12:54:04,521.00,522.00,522.00,-16.00,3,20787
12:54:04,521.00,522.00,522.00,-16.00,1,20784
12:54:04,521.00,522.00,522.00,-16.00,1,20783
12:54:04,521.00,522.00,522.00,-16.00,1,20782
12:54:04,521.00,522.00,522.00,-16.00,2,20781
12:54:04,521.00,522.00,522.00,-16.00,1,20779
12:54:04,521.00,522.00,522.00,-16.00,1,20778
12:54:03,521.00,522.00,522.00,-16.00,1,20777
12:54:03,521.00,522.00,522.00,-16.00,4,20776
12:54:03,521.00,522.00,522.00,-16.00,5,20772
12:54:03,521.00,522.00,522.00,-16.00,1,20767
12:54:03,521.00,522.00,522.00,-16.00,1,20766
12:54:03,521.00,522.00,522.00,-16.00,1,20765
12:54:03,521.00,522.00,522.00,-16.00,2,20764
12:54:03,521.00,522.00,522.00,-16.00,8,20762
12:54:03,521.00,522.00,522.00,-16.00,2,20754
12:54:02,521.00,522.00,522.00,-16.00,1,20752
12:54:02,521.00,522.00,522.00,-16.00,1,20751
12:54:02,521.00,522.00,522.00,-16.00,16,20750
12:54:01,521.00,522.00,522.00,-16.00,1,20734
12:54:01,521.00,522.00,522.00,-16.00,26,20733
12:54:01,521.00,522.00,522.00,-16.00,1,20707
12:54:01,521.00,522.00,522.00,-16.00,16,20706
12:54:01,521.00,522.00,522.00,-16.00,170,20690
12:54:01,521.00,522.00,522.00,-16.00,1,20520
12:54:01,521.00,522.00,522.00,-16.00,1,20519
12:54:01,521.00,522.00,522.00,-16.00,1,20518
12:54:00,521.00,522.00,522.00,-16.00,10,20517
12:54:00,521.00,522.00,522.00,-16.00,1,20507
12:54:00,521.00,522.00,522.00,-16.00,1,20506
12:53:59,521.00,522.00,522.00,-16.00,1,20505
12:53:58,521.00,522.00,522.00,-16.00,5,20504
12:53:58,521.00,522.00,522.00,-16.00,3,20499
12:53:58,521.00,522.00,522.00,-16.00,2,20496
12:53:55,521.00,522.00,522.00,-16.00,1,20494
12:53:54,521.00,522.00,522.00,-16.00,2,20493
12:53:54,521.00,522.00,522.00,-16.00,1,20491
12:53:54,521.00,522.00,522.00,-16.00,1,20490
12:53:52,521.00,522.00,522.00,-16.00,1,20489
12:53:52,521.00,522.00,522.00,-16.00,1,20488
12:53:51,521.00,522.00,522.00,-16.00,1,20487
12:53:51,521.00,522.00,522.00,-16.00,3,20486
12:53:51,521.00,522.00,522.00,-16.00,1,20483
12:53:51,521.00,522.00,522.00,-16.00,1,20482
12:53:50,521.00,522.00,522.00,-16.00,1,20481
12:53:50,521.00,522.00,522.00,-16.00,1,20480
12:53:49,521.00,522.00,522.00,-16.00,1,20479
12:53:49,521.00,522.00,522.00,-16.00,1,20478
12:53:48,521.00,522.00,522.00,-16.00,1,20477
12:53:48,521.00,522.00,522.00,-16.00,1,20476
12:53:48,521.00,522.00,522.00,-16.00,3,20475
12:53:48,521.00,522.00,522.00,-16.00,1,20472
12:53:48,521.00,522.00,522.00,-16.00,1,20471
12:53:47,521.00,522.00,522.00,-16.00,5,20470
12:53:47,521.00,522.00,522.00,-16.00,1,20465
12:53:47,521.00,522.00,522.00,-16.00,1,20464
12:53:47,521.00,522.00,522.00,-16.00,1,20463
12:53:47,521.00,522.00,522.00,-16.00,1,20462
12:53:46,521.00,522.00,522.00,-16.00,2,20461
12:53:44,521.00,522.00,522.00,-16.00,1,20459
12:53:44,521.00,522.00,522.00,-16.00,1,20458
12:53:43,521.00,522.00,522.00,-16.00,50,20457
12:53:40,521.00,522.00,522.00,-16.00,1,20407
12:53:40,521.00,522.00,522.00,-16.00,1,20406
12:53:39,521.00,522.00,522.00,-16.00,1,20405
12:53:38,521.00,522.00,522.00,-16.00,1,20404
12:53:38,521.00,522.00,522.00,-16.00,1,20403
12:53:38,521.00,522.00,522.00,-16.00,1,20402
12:53:38,521.00,522.00,522.00,-16.00,1,20401
12:53:38,521.00,522.00,522.00,-16.00,1,20400
12:53:38,521.00,522.00,522.00,-16.00,1,20399
12:53:38,521.00,522.00,522.00,-16.00,1,20398
12:53:37,521.00,522.00,522.00,-16.00,1,20397
12:53:37,521.00,522.00,522.00,-16.00,1,20396
12:53:37,521.00,522.00,522.00,-16.00,1,20395
12:53:37,521.00,522.00,522.00,-16.00,1,20394
12:53:36,521.00,522.00,522.00,-16.00,1,20393
12:53:36,521.00,522.00,522.00,-16.00,2,20392
12:53:36,521.00,522.00,522.00,-16.00,1,20390
12:53:36,521.00,522.00,522.00,-16.00,2,20389
12:53:35,521.00,522.00,522.00,-16.00,1,20387
12:53:35,521.00,522.00,522.00,-16.00,3,20386
12:53:35,521.00,522.00,522.00,-16.00,1,20383
12:53:34,521.00,522.00,522.00,-16.00,1,20382
12:53:34,521.00,522.00,522.00,-16.00,1,20381
12:53:34,521.00,522.00,522.00,-16.00,1,20380
12:53:34,521.00,522.00,522.00,-16.00,1,20379
12:53:33,521.00,522.00,522.00,-16.00,1,20378
12:53:33,521.00,522.00,522.00,-16.00,100,20377
12:53:32,521.00,522.00,522.00,-16.00,1,20277
12:53:32,521.00,522.00,522.00,-16.00,1,20276
12:53:31,521.00,522.00,522.00,-16.00,6,20275
12:53:30,521.00,522.00,522.00,-16.00,1,20269
12:53:30,521.00,522.00,522.00,-16.00,1,20268
12:53:29,521.00,522.00,522.00,-16.00,1,20267
12:53:27,521.00,522.00,522.00,-16.00,1,20266
12:53:26,521.00,522.00,522.00,-16.00,4,20265
12:53:26,521.00,522.00,522.00,-16.00,1,20261
12:53:26,521.00,522.00,522.00,-16.00,1,20260
12:53:25,521.00,522.00,522.00,-16.00,1,20259
12:53:24,521.00,522.00,522.00,-16.00,1,20258
12:53:24,521.00,522.00,522.00,-16.00,2,20257
12:53:24,521.00,522.00,522.00,-16.00,1,20255
12:53:23,521.00,522.00,522.00,-16.00,1,20254
12:53:23,521.00,522.00,522.00,-16.00,1,20253
12:53:22,521.00,522.00,522.00,-16.00,1,20252
12:53:22,521.00,522.00,522.00,-16.00,1,20251
12:53:22,521.00,522.00,522.00,-16.00,2,20250
12:53:21,521.00,522.00,522.00,-16.00,1,20248
12:53:21,521.00,522.00,522.00,-16.00,1,20247
12:53:20,521.00,522.00,522.00,-16.00,5,20246
12:53:20,521.00,522.00,522.00,-16.00,1,20241
12:53:20,521.00,522.00,522.00,-16.00,1,20240
12:53:20,521.00,522.00,522.00,-16.00,2,20239
12:53:19,521.00,522.00,522.00,-16.00,3,20237
12:53:18,521.00,522.00,522.00,-16.00,10,20234
12:53:17,521.00,522.00,522.00,-16.00,1,20224
12:53:17,521.00,522.00,522.00,-16.00,2,20223
12:53:17,521.00,522.00,522.00,-16.00,1,20221
12:53:17,521.00,522.00,522.00,-16.00,3,20220
12:53:16,521.00,522.00,522.00,-16.00,16,20217
12:53:16,521.00,522.00,522.00,-16.00,100,20201
12:53:16,521.00,522.00,522.00,-16.00,1,20101
12:53:14,521.00,522.00,522.00,-16.00,1,20100
12:53:14,521.00,522.00,522.00,-16.00,20,20099
12:53:14,521.00,522.00,522.00,-16.00,1,20079
12:53:13,521.00,522.00,522.00,-16.00,1,20078
12:53:12,521.00,522.00,522.00,-16.00,1,20077
12:53:11,521.00,522.00,522.00,-16.00,1,20076
12:53:11,521.00,522.00,522.00,-16.00,1,20075
12:53:10,521.00,522.00,522.00,-16.00,1,20074
12:53:10,521.00,522.00,522.00,-16.00,2,20073
12:53:10,521.00,522.00,522.00,-16.00,2,20071
12:53:09,521.00,522.00,522.00,-16.00,5,20069
12:53:08,521.00,522.00,522.00,-16.00,20,20064
12:53:08,521.00,522.00,522.00,-16.00,1,20044
12:53:07,521.00,522.00,522.00,-16.00,1,20043
12:53:06,521.00,522.00,522.00,-16.00,7,20042
12:53:05,521.00,522.00,522.00,-16.00,1,20035
12:53:04,521.00,522.00,522.00,-16.00,1,20034
12:53:04,521.00,522.00,522.00,-16.00,1,20033
12:53:04,521.00,522.00,522.00,-16.00,3,20032
12:53:02,521.00,522.00,522.00,-16.00,1,20029
12:53:01,521.00,522.00,522.00,-16.00,1,20028
12:52:58,521.00,522.00,522.00,-16.00,50,20027
12:52:58,521.00,522.00,521.00,-17.00,2,19977
12:52:56,521.00,522.00,522.00,-16.00,100,19975
12:52:53,521.00,522.00,522.00,-16.00,1,19875
12:52:52,521.00,522.00,522.00,-16.00,1,19874
12:52:48,521.00,522.00,522.00,-16.00,1,19873
12:52:46,521.00,522.00,522.00,-16.00,1,19872
12:52:44,521.00,522.00,522.00,-16.00,10,19871
12:52:44,521.00,522.00,522.00,-16.00,3,19861
12:52:36,521.00,522.00,522.00,-16.00,10,19858
12:52:36,521.00,522.00,522.00,-16.00,1,19848
12:52:36,521.00,522.00,522.00,-16.00,1,19847
12:52:35,521.00,522.00,522.00,-16.00,1,19846
12:52:33,521.00,522.00,521.00,-17.00,2,19845
12:52:29,521.00,522.00,522.00,-16.00,1,19843
12:52:26,521.00,522.00,522.00,-16.00,2,19842
12:52:26,521.00,522.00,522.00,-16.00,9,19840
12:52:26,521.00,522.00,522.00,-16.00,1,19831
12:52:25,521.00,522.00,522.00,-16.00,1,19830
12:52:24,521.00,522.00,522.00,-16.00,3,19829
12:52:20,521.00,522.00,522.00,-16.00,6,19826
12:52:19,521.00,522.00,522.00,-16.00,1,19820
12:52:14,521.00,522.00,521.00,-17.00,2,19819
12:52:12,521.00,522.00,522.00,-16.00,1,19817
12:52:09,521.00,522.00,522.00,-16.00,2,19816
12:52:07,521.00,522.00,522.00,-16.00,1,19814
12:52:06,521.00,522.00,521.00,-17.00,2,19813
12:52:04,521.00,522.00,522.00,-16.00,4,19811
12:52:00,521.00,522.00,521.00,-17.00,1,19807
12:51:44,521.00,522.00,522.00,-16.00,4,19806
12:51:41,521.00,522.00,521.00,-17.00,1,19802
12:51:41,521.00,522.00,521.00,-17.00,2,19801
12:51:41,521.00,522.00,522.00,-16.00,1,19799
12:51:35,521.00,522.00,522.00,-16.00,1,19798
12:51:34,521.00,522.00,521.00,-17.00,2,19797
12:51:31,521.00,522.00,522.00,-16.00,1,19795
12:51:30,521.00,522.00,521.00,-17.00,1,19794
12:51:24,521.00,522.00,521.00,-17.00,1,19793
12:51:21,521.00,522.00,522.00,-16.00,1,19792
12:51:21,521.00,522.00,521.00,-17.00,1,19791
12:51:21,521.00,522.00,521.00,-17.00,1,19790
12:51:20,521.00,522.00,521.00,-17.00,1,19789
12:51:19,521.00,522.00,522.00,-16.00,5,19788
12:51:19,521.00,522.00,522.00,-16.00,3,19783
12:51:12,521.00,522.00,521.00,-17.00,2,19780
12:51:12,521.00,522.00,522.00,-16.00,1,19778
12:51:07,521.00,522.00,522.00,-16.00,1,19777
12:51:05,521.00,522.00,522.00,-16.00,1,19776
12:50:59,521.00,522.00,522.00,-16.00,1,19775
12:50:58,521.00,522.00,522.00,-16.00,1,19774
12:50:58,521.00,522.00,522.00,-16.00,3,19773
12:50:53,521.00,522.00,521.00,-17.00,1,19770
12:50:49,521.00,522.00,522.00,-16.00,1,19769
12:50:47,521.00,522.00,521.00,-17.00,2,19768
12:50:45,521.00,522.00,522.00,-16.00,1,19766
12:50:40,521.00,522.00,521.00,-17.00,5,19765
12:50:38,521.00,522.00,522.00,-16.00,1,19760
12:50:36,521.00,522.00,521.00,-17.00,1,19759
12:50:36,521.00,522.00,522.00,-16.00,4,19758
12:50:36,521.00,522.00,522.00,-16.00,2,19754
12:50:33,521.00,522.00,521.00,-17.00,4,19752
12:50:28,521.00,522.00,522.00,-16.00,1,19748
12:50:26,521.00,522.00,522.00,-16.00,1,19747
12:50:22,521.00,522.00,521.00,-17.00,2,19746
12:50:21,521.00,522.00,522.00,-16.00,3,19744
12:50:12,521.00,522.00,522.00,-16.00,1,19741
12:50:05,521.00,522.00,522.00,-16.00,1,19740
12:50:04,521.00,522.00,522.00,-16.00,1,19739
12:50:04,521.00,522.00,522.00,-16.00,1,19738
12:50:03,521.00,522.00,522.00,-16.00,3,19737
12:50:00,521.00,522.00,522.00,-16.00,1,19734
12:49:58,521.00,522.00,522.00,-16.00,1,19733
12:49:57,521.00,522.00,521.00,-17.00,2,19732
12:49:54,521.00,522.00,521.00,-17.00,1,19730
12:49:53,521.00,522.00,522.00,-16.00,5,19729
12:49:52,521.00,522.00,522.00,-16.00,1,19724
12:49:48,521.00,522.00,522.00,-16.00,1,19723
12:49:44,521.00,522.00,522.00,-16.00,3,19722
12:49:34,521.00,522.00,522.00,-16.00,2,19719
12:49:33,521.00,522.00,522.00,-16.00,2,19717
12:49:32,521.00,522.00,522.00,-16.00,1,19715
12:49:30,521.00,522.00,522.00,-16.00,7,19714
12:49:30,521.00,522.00,522.00,-16.00,1,19707
12:49:28,521.00,522.00,521.00,-17.00,2,19706
12:49:20,521.00,522.00,522.00,-16.00,1,19704
12:49:20,521.00,522.00,522.00,-16.00,4,19703
12:49:16,521.00,522.00,522.00,-16.00,1,19699
12:49:12,521.00,522.00,522.00,-16.00,1,19698
12:49:11,521.00,522.00,522.00,-16.00,1,19697
12:49:10,521.00,522.00,521.00,-17.00,1,19696
12:49:02,521.00,522.00,522.00,-16.00,4,19695
12:49:00,521.00,522.00,521.00,-17.00,2,19691
12:48:57,521.00,522.00,522.00,-16.00,3,19689
12:48:57,521.00,522.00,522.00,-16.00,1,19686
12:48:51,521.00,522.00,522.00,-16.00,1,19685
12:48:43,521.00,522.00,522.00,-16.00,3,19684
12:48:43,521.00,522.00,522.00,-16.00,1,19681
12:48:35,521.00,522.00,521.00,-17.00,5,19680
12:48:35,521.00,522.00,522.00,-16.00,1,19675
12:48:33,521.00,522.00,521.00,-17.00,1,19674
12:48:23,521.00,522.00,522.00,-16.00,3,19673
12:48:22,521.00,522.00,522.00,-16.00,1,19670
12:48:21,521.00,522.00,522.00,-16.00,6,19669
12:48:21,521.00,522.00,522.00,-16.00,3,19663
12:48:19,521.00,522.00,521.00,-17.00,2,19660
12:48:18,521.00,522.00,522.00,-16.00,1,19658
12:48:15,521.00,522.00,522.00,-16.00,1,19657
12:48:14,521.00,522.00,521.00,-17.00,2,19656
12:48:14,521.00,522.00,521.00,-17.00,1,19654
12:48:14,521.00,522.00,522.00,-16.00,1,19653
12:48:12,521.00,522.00,522.00,-16.00,1,19652
12:48:11,521.00,522.00,522.00,-16.00,2,19651
12:48:10,521.00,522.00,522.00,-16.00,1,19649
12:48:06,521.00,522.00,522.00,-16.00,1,19648
12:48:05,521.00,522.00,522.00,-16.00,1,19647
12:48:00,521.00,522.00,522.00,-16.00,5,19646
12:48:00,521.00,522.00,522.00,-16.00,1,19641
12:47:54,521.00,522.00,522.00,-16.00,1,19640
12:47:51,521.00,522.00,522.00,-16.00,1,19639
12:47:48,521.00,522.00,522.00,-16.00,1,19638
12:47:44,521.00,522.00,522.00,-16.00,7,19637
12:47:43,521.00,522.00,522.00,-16.00,1,19630
12:47:40,521.00,522.00,522.00,-16.00,1,19629
12:47:38,521.00,522.00,522.00,-16.00,6,19628
12:47:36,521.00,522.00,522.00,-16.00,4,19622
12:47:35,521.00,522.00,522.00,-16.00,1,19618
12:47:33,521.00,522.00,522.00,-16.00,1,19617
12:47:32,521.00,522.00,522.00,-16.00,1,19616
12:47:30,521.00,522.00,522.00,-16.00,2,19615
12:47:27,521.00,522.00,522.00,-16.00,2,19613
12:47:25,521.00,522.00,522.00,-16.00,2,19611
12:47:20,521.00,522.00,521.00,-17.00,1,19609
12:47:17,521.00,522.00,522.00,-16.00,1,19608
12:47:15,521.00,522.00,522.00,-16.00,1,19607
12:47:15,521.00,522.00,522.00,-16.00,1,19606
12:47:12,521.00,522.00,522.00,-16.00,1,19605
12:47:10,521.00,522.00,522.00,-16.00,1,19604
12:47:08,521.00,522.00,522.00,-16.00,2,19603
12:47:07,521.00,522.00,522.00,-16.00,1,19601
12:47:05,521.00,522.00,522.00,-16.00,2,19600
12:47:03,521.00,522.00,522.00,-16.00,1,19598
12:47:03,521.00,522.00,522.00,-16.00,2,19597
12:46:58,521.00,522.00,522.00,-16.00,8,19595
12:46:57,521.00,522.00,521.00,-17.00,1,19587
12:46:55,521.00,522.00,522.00,-16.00,1,19586
12:46:55,521.00,522.00,522.00,-16.00,1,19585
12:46:49,521.00,522.00,522.00,-16.00,12,19584
12:46:44,521.00,522.00,522.00,-16.00,1,19572
12:46:43,521.00,522.00,522.00,-16.00,1,19571
12:46:41,521.00,522.00,521.00,-17.00,1,19570
12:46:39,521.00,522.00,522.00,-16.00,7,19569
12:46:39,521.00,522.00,522.00,-16.00,10,19562
12:46:38,521.00,522.00,522.00,-16.00,1,19552
12:46:31,521.00,522.00,521.00,-17.00,1,19551
12:46:27,521.00,522.00,521.00,-17.00,1,19550
12:46:26,521.00,522.00,522.00,-16.00,1,19549
12:46:23,521.00,522.00,522.00,-16.00,1,19548
12:46:16,521.00,522.00,522.00,-16.00,1,19547
12:46:15,521.00,522.00,522.00,-16.00,1,19546
12:46:14,521.00,522.00,522.00,-16.00,1,19545
12:46:12,521.00,522.00,522.00,-16.00,1,19544
12:46:09,521.00,522.00,522.00,-16.00,1,19543
12:46:09,521.00,522.00,522.00,-16.00,1,19542
12:46:07,521.00,522.00,522.00,-16.00,1,19541
12:46:03,521.00,522.00,522.00,-16.00,1,19540
12:46:02,521.00,522.00,522.00,-16.00,1,19539
12:45:59,521.00,522.00,522.00,-16.00,1,19538
12:45:52,521.00,522.00,522.00,-16.00,1,19537
12:45:52,521.00,522.00,522.00,-16.00,1,19536
12:45:52,521.00,522.00,522.00,-16.00,1,19535
12:45:49,521.00,522.00,522.00,-16.00,1,19534
12:45:49,521.00,522.00,522.00,-16.00,1,19533
12:45:48,521.00,522.00,522.00,-16.00,1,19532
12:45:43,521.00,522.00,522.00,-16.00,1,19531
12:45:35,521.00,522.00,522.00,-16.00,1,19530
12:45:35,521.00,522.00,522.00,-16.00,3,19529
12:45:33,521.00,522.00,522.00,-16.00,1,19526
12:45:30,521.00,522.00,522.00,-16.00,10,19525
12:45:29,521.00,522.00,522.00,-16.00,2,19515
12:45:25,521.00,522.00,522.00,-16.00,1,19513
12:45:23,521.00,522.00,522.00,-16.00,5,19512
12:45:22,521.00,522.00,522.00,-16.00,7,19507
12:45:17,521.00,522.00,522.00,-16.00,13,19500
12:45:17,521.00,522.00,522.00,-16.00,1,19487
12:45:16,521.00,522.00,522.00,-16.00,2,19486
12:45:14,521.00,522.00,522.00,-16.00,1,19484
12:45:13,521.00,522.00,521.00,-17.00,1,19483
12:44:57,521.00,522.00,522.00,-16.00,20,19482
12:44:56,521.00,522.00,522.00,-16.00,1,19462
12:44:52,521.00,522.00,521.00,-17.00,1,19461
12:44:51,521.00,522.00,522.00,-16.00,1,19460
12:44:41,521.00,522.00,522.00,-16.00,1,19459
12:44:36,521.00,522.00,522.00,-16.00,2,19458
12:44:27,521.00,522.00,522.00,-16.00,1,19456
12:44:26,521.00,522.00,522.00,-16.00,1,19455
12:44:19,521.00,522.00,522.00,-16.00,1,19454
12:44:14,521.00,522.00,522.00,-16.00,2,19453
12:44:13,521.00,522.00,522.00,-16.00,1,19451
12:44:12,521.00,522.00,522.00,-16.00,1,19450
12:44:10,521.00,522.00,522.00,-16.00,1,19449
12:44:09,521.00,522.00,522.00,-16.00,1,19448
12:44:07,521.00,522.00,522.00,-16.00,2,19447
12:44:04,521.00,522.00,522.00,-16.00,1,19445
12:44:03,521.00,522.00,522.00,-16.00,1,19444
12:44:03,521.00,522.00,522.00,-16.00,1,19443
12:44:00,521.00,522.00,522.00,-16.00,3,19442
12:43:56,521.00,522.00,522.00,-16.00,1,19439
12:43:52,521.00,522.00,521.00,-17.00,5,19438
12:43:50,521.00,522.00,522.00,-16.00,2,19433
12:43:50,521.00,522.00,522.00,-16.00,1,19431
12:43:49,521.00,522.00,522.00,-16.00,1,19430
12:43:47,521.00,522.00,522.00,-16.00,2,19429
12:43:40,521.00,522.00,522.00,-16.00,1,19427
12:43:28,521.00,522.00,522.00,-16.00,2,19426
12:43:27,521.00,522.00,522.00,-16.00,1,19424
12:43:26,521.00,522.00,522.00,-16.00,1,19423
12:43:22,521.00,522.00,522.00,-16.00,3,19422
12:43:20,521.00,522.00,521.00,-17.00,1,19419
12:43:17,521.00,522.00,522.00,-16.00,1,19418
12:43:14,521.00,522.00,521.00,-17.00,1,19417
12:43:10,521.00,522.00,522.00,-16.00,1,19416
12:43:09,521.00,522.00,522.00,-16.00,6,19415
12:43:08,521.00,522.00,522.00,-16.00,1,19409
12:42:58,521.00,522.00,522.00,-16.00,1,19408
12:42:57,521.00,522.00,522.00,-16.00,100,19407
12:42:48,521.00,522.00,522.00,-16.00,2,19307
12:42:48,521.00,522.00,521.00,-17.00,1,19305
12:42:46,521.00,522.00,521.00,-17.00,3,19304
12:42:43,521.00,522.00,522.00,-16.00,4,19301
12:42:42,521.00,522.00,522.00,-16.00,1,19297
12:42:31,521.00,522.00,522.00,-16.00,1,19296
12:42:29,521.00,522.00,521.00,-17.00,1,19295
12:42:20,521.00,522.00,522.00,-16.00,50,19294
12:42:16,521.00,522.00,521.00,-17.00,1,19244
12:42:10,521.00,522.00,522.00,-16.00,2,19243
12:42:08,521.00,522.00,521.00,-17.00,1,19241
12:42:07,521.00,522.00,522.00,-16.00,1,19240
12:42:03,521.00,522.00,521.00,-17.00,1,19239
12:42:00,521.00,522.00,522.00,-16.00,1,19238
12:41:58,521.00,522.00,522.00,-16.00,1,19237
12:41:55,521.00,522.00,521.00,-17.00,1,19236
12:41:50,521.00,522.00,521.00,-17.00,1,19235
12:41:48,521.00,522.00,521.00,-17.00,1,19234
12:41:37,521.00,522.00,521.00,-17.00,1,19233
12:41:33,521.00,522.00,521.00,-17.00,1,19232
12:41:31,521.00,522.00,522.00,-16.00,1,19231
12:41:31,521.00,522.00,521.00,-17.00,1,19230
12:41:25,521.00,522.00,522.00,-16.00,1,19229
12:41:23,521.00,522.00,521.00,-17.00,1,19228
12:41:17,521.00,522.00,521.00,-17.00,1,19227
12:41:11,521.00,522.00,521.00,-17.00,1,19226
12:41:08,521.00,522.00,522.00,-16.00,1,19225
12:41:07,521.00,522.00,521.00,-17.00,1,19224
12:40:59,521.00,522.00,521.00,-17.00,2,19223
12:40:58,521.00,522.00,521.00,-17.00,1,19221
12:40:47,521.00,522.00,522.00,-16.00,1,19220
12:40:47,521.00,522.00,521.00,-17.00,1,19219
12:40:45,521.00,522.00,521.00,-17.00,1,19218
12:40:44,521.00,522.00,521.00,-17.00,1,19217
12:40:42,521.00,522.00,521.00,-17.00,2,19216
12:40:41,521.00,522.00,521.00,-17.00,29,19214
12:40:41,521.00,522.00,521.00,-17.00,20,19185
12:40:40,521.00,522.00,521.00,-17.00,1,19165
12:40:33,521.00,522.00,521.00,-17.00,1,19164
12:40:31,521.00,522.00,521.00,-17.00,1,19163
12:40:26,521.00,522.00,521.00,-17.00,1,19162
12:40:21,521.00,522.00,521.00,-17.00,29,19161
12:40:21,521.00,522.00,521.00,-17.00,1,19132
12:40:21,521.00,522.00,521.00,-17.00,5,19131
12:40:21,521.00,522.00,521.00,-17.00,7,19126
12:40:19,521.00,522.00,522.00,-16.00,1,19119
12:40:18,521.00,522.00,521.00,-17.00,10,19118
12:40:18,521.00,522.00,521.00,-17.00,1,19108
12:40:18,521.00,522.00,521.00,-17.00,29,19107
12:40:18,521.00,522.00,521.00,-17.00,1,19078
12:40:18,521.00,522.00,521.00,-17.00,1,19077
12:40:13,521.00,522.00,521.00,-17.00,1,19076
12:40:05,521.00,522.00,521.00,-17.00,1,19075
12:40:02,521.00,522.00,521.00,-17.00,1,19074
12:39:56,521.00,522.00,521.00,-17.00,1,19073
12:39:52,521.00,522.00,521.00,-17.00,1,19072
12:39:50,521.00,522.00,521.00,-17.00,1,19071
12:39:48,521.00,522.00,521.00,-17.00,3,19070
12:39:46,521.00,522.00,521.00,-17.00,5,19067
12:39:44,521.00,522.00,522.00,-16.00,1,19062
12:39:38,521.00,522.00,521.00,-17.00,1,19061
12:39:33,521.00,522.00,521.00,-17.00,1,19060
12:39:32,521.00,522.00,522.00,-16.00,1,19059
12:39:19,521.00,522.00,522.00,-16.00,1,19058
12:39:13,521.00,522.00,522.00,-16.00,1,19057
12:39:09,521.00,522.00,522.00,-16.00,8,19056
12:38:44,521.00,522.00,522.00,-16.00,1,19048
12:38:38,521.00,522.00,521.00,-17.00,9,19047
12:38:17,521.00,522.00,521.00,-17.00,1,19038
12:38:15,521.00,522.00,522.00,-16.00,1,19037
12:38:06,521.00,522.00,521.00,-17.00,1,19036
12:38:06,521.00,522.00,522.00,-16.00,4,19035
12:38:05,521.00,522.00,522.00,-16.00,1,19031
12:37:58,521.00,522.00,522.00,-16.00,1,19030
12:37:56,521.00,522.00,522.00,-16.00,1,19029
12:37:54,521.00,522.00,521.00,-17.00,1,19028
12:37:49,521.00,522.00,522.00,-16.00,1,19027
12:37:48,521.00,522.00,521.00,-17.00,2,19026
12:37:45,521.00,522.00,521.00,-17.00,1,19024
12:37:39,521.00,522.00,521.00,-17.00,1,19023
12:37:35,521.00,522.00,522.00,-16.00,1,19022
12:37:32,521.00,522.00,521.00,-17.00,1,19021
12:37:30,521.00,522.00,521.00,-17.00,1,19020
12:37:28,521.00,522.00,521.00,-17.00,1,19019
12:37:22,521.00,522.00,522.00,-16.00,1,19018
12:37:16,521.00,522.00,521.00,-17.00,1,19017
